ID,artist
22371,相葉夕美(木村珠莉)
21693,相葉夕美(木村珠莉)、五十嵐響子(種崎敦美))、一ノ瀬志希(藍原ことみ)、市原仁奈(久野美咲)、大槻唯(山下七海)、片桐早苗(和氣あず未)、鷺沢文香(M・A・O)、櫻井桃華(照井春佳)、塩見周子(ルゥティン)、橘ありす(佐藤亜美菜)、中野有香(下地紫野)、二宮飛鳥(青木志貴)、速水奏(飯田友子)、姫川友紀(杜野まこ)、宮本フレデリカ(高野麻美)
23313,相葉夕美(木村珠莉)・多田李衣菜(青木瑠璃子)・中野有香(下地紫野)
26924,藍羽ルイ(高橋直純)
12247,藍羽ルリ(中島愛)
14088,Ai+BAND
15135,I-PAN DREAD with 大磯ROCKERS
19761,I▼B
23285,IVVY
28769,アイビーカラー
28564,IVVY KENTO.i
21392,Ivy to Fraudulent Game
28565,IVVY TOSHIKI
28566,IVVY HIROTO
28907,IVVY YU-TA
5806,AI feat.UZI
6632,AI feat. BOY-KEN
12881,IVORY7 CHORD
5474,The Ivory Brothers
27243,aimai soleil from A応P
27394,IM@S ALLSTARS+
27329,IM@S ALLSTARS++
27328,IM@S 765PRO ALLSTARS
22864,アイマリン(内田彩)
11287,愛美
21778,AIMI
29661,愛美先生(愛美)
26765,相宮零
26769,相宮零×柘榴
17598,あいみょん
11474,藍美代子
16089,AI＋MILIYAH＋VERBAL
16456,Aimmy
27441,愛夢GLTOKYO
27539,相本久美子
16464,愛本健二
18458,愛本健二・美貴じゅん子
12872,四十物裟羅
27678,四十物十四(榊原優希)
12794,IU
23187,藍ようこ
28107,愛よしの
5807,AIRA
24914,愛来(ガチンコ3)
23219,愛来、葉月智子、華山志歩(3B junior)
20185,ILoVU
27181,アイラヴミー
7494,Aira Mitsuki
12441,Aira Mitsuki×Saori@destiny
27274,アイランジュ
1176,Island
20817,ISLAND BAG
30703,阿以蘭丸(坂田将吾)
9542,AILI
11357,AiRI
27206,アイリエッタ・ラッシュ(早見沙織)
5754,阿井莉沙
10651,AILI thanx to 石川マリー
10052,AILI thanx to EMI MARIA
9790,AILI thanx to SATOMI'
10652,AILI thanx to JAMOSA
9788,AILI thanx to Sowelu
9789,AILI thanx to twenty4-7
9786,AILI thanx to Dream
9787,AILI thanx to May J.
10401,AILI thanx to hiroko(mihimaru GT)
10653,AILI thanx to 藤井リナ
10654,AILI thanx to Baby M
9667,AILI thanx to May J. &amp; KEN THE 390
13102,eyelis
13938,i☆Ris
16661,アイリス
19923,Iris
22333,アイリス
18435,i☆Ris・angela・井口裕香・今井麻美・内田彩・内田真礼・小野賢章・GRANRODEO・黒崎真音・昆夏美・ZAQ・鈴木このみ・TRUSTRICK・Pile・春奈るな・ミルキィホームズ・ゆいかおり
23414,"i☆Ris、井上あずみ、Wake Up, Girls!、内田真礼、串田アキラ、GRANRODEO、ささきいさお、下野紘、JAM Project、鈴木このみ、鈴村健一、竹達彩奈、茅原実里、TRUE、豊永利行、中川翔子、羽多野渉、堀江美都子、Minami、水木一郎、三森すずこ、May'n、米倉千尋"
17331,アイリス(岡本信彦)
5104,アイリス(西原久美子)
5106,アイリス(西原久美子)＆桐島カンナ(田中真弓)
5105,アイリス(西原久美子)＆レニ・ミルヒシュトラーセ(伊倉一恵)
13874,AILI × DJ SOULJAH ft. WISE
10419,AILI ft.VERBAL(m-flo)
7438,Ailie
1177,アイリーン
1178,アイロウ＆タカ
25235,アイロンヘッド
16303,I-1club
23956,I-1 Club
19146,I-1club Team S
19147,I-1club Team M
22227,EINSHTEIN
23006,EINSHTEIN &amp; 言xTHEANSWER
16351,Eins:Vier
26745,アインズ(日野聡)、カズマ(福島潤)、スバル(小林裕介)、ターニャ(悠木碧)
8922,アイン(高垣彩陽)
30579,Outer
13953,OUTER-TRIBE
26266,out of service
30937,OUT OF FASHION
5593,アウト・キャスト
28891,OutSide Boyz
23291,OUTRAGE
4318,OUTLAW
13045,アウル・ニーダ(森田成一)
29213,Awww!
15456,あえか
26981,ael-アエル-
9015,Ao
30568,碧
31030,ao
9091,Aoi
10274,葵
10930,葵＆涼平 incl.アヤビエメガマソ
17187,あおい(井口裕香)
14676,あおい(井口裕香)、ひなた(阿澄佳奈)
17186,あおい(井口裕香)、ひなた(阿澄佳奈)、かえで(日笠陽子)、ここな(小倉唯)
27990,蒼井樹＆FORTUNA ALL STARS(木村良平 / 小野友樹 / 小清水亜美 / 佐倉綾音 / 中村悠一 / 南條愛乃 / 福原香織 / 細谷佳正 / 水瀬いのり / 諸星すみれ)
11833,藍井エイル
8785,葵かを里
13037,葵・喜美(斎藤千和)
22566,蒼井享介(山谷祥生)
5053,葵剣太郎(豊永利行)
3009,青い三角定規
5808,青井昭子
16084,蒼井翔太
5809,葵司朗
25899,あおい12さい
21660,葵海 starring miwa
10319,蒼井セナ(生天目仁美)
29961,葵千草
1180,あおい輝彦
1181,あおい輝彦・伊吹吾朗
9057,あおい輝彦・佐藤公彦
21444,葵と楓
28655,アオイドス(谷山紀章)
31190,葵乃まみ
30796,アオイ(花澤香菜)
11018,蒼彦太
26226,葵ひなた(斉藤壮馬)
29052,青い向日葵(STU48)
4673,葵双葉(松本梨香)
23577,蒼井悠介(菊池勇成)
26227,葵ゆうた(斉藤壮馬)
3015,青色7
15102,葵-168-
3011,青江三奈
3012,青江三奈・清水アキラ
30460,青絵涼。
19208,青木愛
3019,青木香織
22515,青木一也
17198,青木カレン
20977,青木カレン・ハセガワダイスケ
5800,青木光一
15166,蒼樹紅(川澄綾子)
9255,青木さやか
13456,蒼樹千晴(森久保祥太郎)
3018,青木はるみ
5810,青木正晴・狩又眞美
3020,青木美保
9464,青木隆治
30744,青く滲んだ月の行方
23833,青組(虹のコンキスタドール)
29192,青沙れみ
3017,青島みどり
7787,青島幸男
3016,青酢
12216,青酢＋キャップと瓶
12768,青空教室
22161,青空とMARRY(欅坂46)
21627,青空はるお・あきお
16051,青田坊(安元洋貴)
20257,蒼月潮(畠中祐)
26991,アオトケイ feat. MEIKO
3010,青戸健
14094,青砥ゴンザレス琢馬(菊池こころ)
18569,青野紗穂
21275,青野美沙稀
15643,青葉市子
15767,青葉市子・コーネリアス
20981,青葉風音(本渡楓)
12571,青葉つぐみ(沢城みゆき)
26140,青葉つむぎ(石川界人)
25841,青葉初芽(内田彩)
15525,青葉陸(宮野真守)
23522,碧棺左馬刻(浅沼晋太郎)
15617,蒼(日野聡)
3892,藍坊主
11254,青海衣更(杏子御津)
13522,青海衣更(門脇舞以)
14052,青峰大輝(諏訪部順一)
30930,青虫
3996,青森県民謡
30025,青森ナイチンゲール
20276,青柳翔
17291,青柳拓次
3021,青柳常夫
26329,青柳透(CYNHN)
22523,青八木一(松岡禎丞)
22522,青八木一(松岡禎丞)＆鏑木一差(下野紘)
5110,青柳涼子
3013,青山和子
31594,蒼山幸子
5811,青山沙由梨
28010,青山新
18561,青山☆聖ハチャメチャハイスクール
7310,青山テルマ
27103,青山テルマ×kemio
9328,青山テルマ×SOL from BIGBANG
7414,青山テルマ feat.SoulJa
14863,青山七海(中津真莉子)
7836,青山ひかる
17039,青山ブルーマウンテン(早見沙織)
10612,青山美生 starring 悠木碧
5812,青山みき
5597,青山ミチ
8014,青山素子(浅川悠)
23303,青山勇気・青山元気(石田晴香)
23038,青山勇気(石田晴香)
22409,青山夕夏
15139,AO YOUNG(DACHAMBO)
12654,赤い公園
5380,明石えりか
28664,明石国行・御手杵・篭手切江
22845,紅井朱雀(益山武明)
3054,赤い鳥
15573,赤井ほむら(くまいもとこ)
20340,赤井めが姉ぇ(伊藤かな恵)
5530,赤井りんご(川田妙子)
17277,赤色のグリッター
14533,赤髪
27452,赤き誓い
23039,赤来杏(伊藤美来)
15547,赤城一雪(野島健児)
3057,赤木圭一郎
27988,赤城斗馬(小野友樹)
27859,赤城(中原麻衣)
14893,赤木信夫と、山形ユキオあんどMoJo
16036,赤木信夫(和田正人)
23631,赤城真子(諸星すみれ)
23105,赤城みりあ(黒沢ともよ)
25346,赤城みりあ(黒沢ともよ)、城ヶ崎莉嘉(山本希望)、橘ありす(佐藤亜美菜)、結城晴(小市眞琴)、龍崎薫(春瀬なつみ)
3056,赤城麗子
11703,紅組(SKE48)
12160,紅組(NMB48)
29888,紅組(22/7)
1183,あか組4
28708,ア、かげろう
5119,赤坂晃
30873,赤坂小梅
3055,赤坂東児
8119,赤坂衛(小野大輔)
29197,赤坂まり江
11862,赤座あかり(三上枝織)
12665,赤座あかり(三上枝織)＆吉川ちなつ(大久保瑠美)
12563,藜チャチャ(藏合紗恵子)と砂藤季美(味里)
13301,赤沢泉美(米澤円)
28806,赤塩正樹
11117,明石薫 starring 平野綾
29013,明石国行・千子村正・蜻蛉切・御手杵・篭手切江・結城秀康・永見貞愛
12330,明石暁／ボウケンレッド(高橋光臣)
18198,赤司征十郎(神谷浩史)
17463,アカシック
26484,明石隼汰
3809,明石家さんま
8029,赤夜萌香(水樹奈々)
24371,「あ」(梶裕貴)&amp;「う」(市川太一)&amp;「あんこ」(天野七瑠)
27942,明瀬キョウヤ(斉藤壮馬)
29,A・cappellers
4525,アカツキ
11855,赤月
23437,紅月
24850,暁(内田雄馬)＆鈴蘭(内田真礼)
23129,AKATSUKI[鬼怒川日向(富田美憂)、玉造彗(田澤茉純)、別府環綺(岩橋由佳)]
15446,暁切歌(茅野愛衣)
10258,赤月知佳(鈴村健一)
10257,赤月知佳(鈴村健一)＆橘思徒(櫻井孝宏)
5813,暁テル子
15033,暁テル子・羽山和男
5814,暁美和
5815,暁恵
20008,暁月めぐみ
11809,アカツキ・ユキナ(大谷育江)
19598,暁月凛
10981,赤西仁
7693,赤西仁(KAT-TUN)
11380,AKANE
23821,暁音
27671,朱音(蒼井翔太)
30743,茜さす日に嘘を隠して
17854,茜沢ユメル
30443,ACAね(ずっと真夜中でいいのに。) × Rin音 Prod by Yaffle
1806,茜太郎
5816,茜美代子
5595,茜ちよみ
17766,あかね(中原麻衣)
23417,茜屋日海夏(i☆Ris)
16953,AKANE LIV
23081,赤の流星
13340,あかはる
13584,紅葉知弦(斉藤佑圭)
12678,赤羽亜矢(日笠陽子)・七里愛(内田真礼)・栗橋南(竹達彩奈)・大和田円(明坂聡美)
30630,赤羽拓斗(野島裕史)
23610,赤羽根双海(内田雄馬)
26704,赤頬思春期
28412,赤松政則刀(井上遥乃)、一期一振(藤田茜)、蜂須賀正恒(桜木アミサ)
15935,赤マルダッシュ☆
19645,akari
10067,あかり(高森奈津美)・ミリア(竹達彩奈)・沙羅(片岡あづさ)
15524,小明(長谷川明子)
17914,aquarifa
28028,悪漢奴等
1182,あがた森魚
22276,あがた森魚＆はちみつぱい
28552,我妻恋(長妻樹里)
37,AGHARTA
17368,阿川泰子
47,aki
14701,AKI
17624,A・K・I
20872,aki
21175,AKi
11826,秋赤音
15410,aki(ex laputa)
29232,アキXT(住谷哲栄)とカール(小林聡)
30152,アキXT(住谷哲栄)
2608,秋岡秀治
2609,秋岡秀治・立樹みか
27840,鑑香水月(野島健児)
4455,秋川雅史
26577,秋川リサ
22602,秋組
28372,秋組
26564,秋組 他
20490,akiko
21281,Akiko Togo
15390,秋篠姫香(金元寿子)
20582,アキシブproject
23288,アキシブproject、カプ式会社ハイパーモチベーション、絶対直球女子！プレイボールズ、FES☆TIVE、愛乙女☆DOLL
14274,アキストゼニコ！
3994,秋田県民謡
9773,秋田小町(中原麻衣)
11886,アキタノブオ
8952,アキダス
22046,秋月風夏(Lynn)/The fallen moon
27513,秋月甲斐(江口拓也)
22215,秋月巴(広瀬ゆうき)
15148,秋月マキシ(芹澤優)
14289,秋月真理亜(花澤香菜)
14519,秋月律子(若林直美)
19341,秋月律子(若林直美)・伊吹翼(Machico)・エミリー スチュアート(郁原ゆう)・我那覇響(沼倉愛美)・佐竹美奈子(大関英里)・篠宮可憐(近藤唯)・高山紗代子(駒形友梨)・天空橋朋花(小岩井ことり)・中谷育(原嶋あかり)・水瀬伊織(釘宮理恵)
16584,秋月律子(若林直美)・菊地真(平田宏美)・天海春香(中村繪里子)・如月千早(今井麻美)
15923,秋月律子(若林直美)・木下ひなた(田村奈央)・佐竹美奈子(大関英里)・松田亜利沙(村川梨衣)
19344,秋月律子(若林直美)×篠宮可憐(近藤唯)
29244,秋月律子(若林直美)、双海亜美/真美(下田麻美)
21414,秋月涼(三瓶由布子)
25003,アキとナオズミ
49,AKINA
29462,AKINA
4524,AKINO
12661,AKINO &amp; AIKI from bless4
28432,AKINO arai×AKINO from bless4
12660,AKINO with bless4
28415,安芸国佐伯荘藤原貞安(前田玲奈)、大三原(高槻かなこ)、同田貫正国(貫井柚佳)
4168,AKINO from bless4
24026,AIKI from bless4
13347,AKINO from bless4・川田まみ・KISHOW(GRANRODEO)・喜多村英梨・栗林みな実・田村ゆかり・茅原実里・May'n
25847,アキノ(松嵜麗)、ミフユ(田所あずさ)、ユカリ(今井麻美)、タマキ(沼倉愛美)
4986,秋野暢子withKINTA
28867,AKIHABARAバックステージ -レジェンドチーム-
12573,秋葉巡(柿原徹也)
2612,秋庭豊とアローナイツ
14926,AKIHIDE
5817,亜紀ひとみ
15029,秋ひとみ
12884,AKIHIRO NAMBA(Hi-STANDARD/NAMBA69)×TAKESHI UEDA(AA=)
15291,源泉水(保志総一朗)
48,Aki from VOCALAND
9948,秋保和也・秋保浩二(from キャロット・クラブ)
4985,秋茂あやめ(斎藤千和)
30888,秋元薫
23086,秋元こまち(永野愛)
19034,秋元才加
14819,秋元才加・梅田彩佳・大島優子・大堀恵・河西智美・小林香菜・野呂佳代・松原夏海・宮澤佐江
23140,秋本しょう
4043,秋元順子
9053,秋元順子・花岡優平
22177,秋本奈緒美
18616,秋本帆華(チームしゃちほこ)
4984,秋本祐希
30959,秋元陽来
11546,秋本理央
26045,秋山黄色
4983,秋山久美
21675,秋山純
25388,秋山壮太＆井上遼
11617,秋山千歳(伊藤静)
8620,秋山奈々
23576,秋山隼人(千葉翔也)
8824,秋山澪(日笠陽子)
8025,秋山実希
16200,秋山みどり
14058,秋山優花里(中上育実)
14362,秋山ゆりか(THE ポッシボー)
7600,秋山莉奈・木口亜矢
31061,秋山璃帆
17919,秋山竜次(ロバート)
13141,秋山遼(金丸淳一)
13143,秋山遼(金丸淳一)・サイバードラモン(世田壱恵)
2611,秋山涼子
15473,秋山涼子＆タブレット純
2610,秋吉恵美
23521,秋吉英美・道上洋三
5818,秋吉契里
7002,あきよしふみえ
9735,あきよしふみえ＆ポケモンKids2008
16842,AKIRA
3789,昶＆賢吾(小野大輔・神谷浩史)
4169,AKIRA &amp; KOHJI
7514,晶(広橋涼)
21783,AKIRA＋るな feat. マチゲリータ
23626,AKIRA WADA
1797,亜木寛子
24095,アギラ(飯田里穂)
24094,アギラ(飯田里穂)・キングジョー(三森すずこ)・ガッツ星人(松田利冴)
12664,あぎり(高部あい)
18955,Aqours
19522,アクア(雨宮天)
19521,アクア(雨宮天)、めぐみん(高橋李依)、ダクネス(茅野愛衣)
29091,アクア(雨宮天)、めぐみん(高橋李依)、ダクネス(茅野愛衣)、カズマ(福島潤)
6727,AcQuA EP
4176,Aqua Timez
31320,Aqours・虹ヶ咲学園スクールアイドル同好会・Liella!
30426,アクアノート
21487,アクアリウス
4171,AQUARIUS
4172,AQUARIUS feat.S-WORD・BIG-O・DABO
26654,AXiS
2814,アクション仮面 with 祐天寺少年少女合唱団
32,access
12029,アクセラレータ(岡本信彦)
4175,AXXL
19115,AXELL
28463,アクセルハーツ
2058,芥川慈郎(うえだゆうじ)
20896,芥川龍之介(小野賢章)
31497,ACTORS☆LEAGUE
1798,阿久津健太郎
5670,亜久津仁(佐々木望)
23830,Actwres girl'Z BAND
23498,悪の軍団マジムン
23283,握野英雄(熊谷健太郎)
22820,アクメ
17630,a crowd of rebellion
17819,悪羅王(諏訪部順一)
7944,アクラム(置鮎龍太郎)
35,ACRI
17199,AKLO
23036,AKLO×JAY'ED
14619,アグニ(安元洋貴)
1184,アグネス・チャン
12685,アグネス・ラム
8658,アグモン(坂本千夏)
11955,アグモン(松野太紀)
36,AGGRESSIVE DOGS featuringラッパ我リヤ
26275,明石タイガ(泊明日菜)
11908,明坂聡美
25437,明坂芹菜(新田恵海)
10246,明智健悟(森川智之)
11900,明智小衣(南條愛乃)
13644,明智光秀(矢作紗友里)
9123,明野美星(伊藤かな恵)
30917,明星かなた(諸星すみれ)
26591,明星スバル(柿原徹也)
46,Akeboshi
25905,明美圭一(代永翼)
19114,朱美みかん(上田麗奈)
25955,あげいん×Rim(mono palette.)
22225,揚羽陸(島崎信長)
22226,揚羽陸(島崎信長)×蜂矢聡(高梨謙吾)
12077,アゲマキ・ワコ(早見沙織)
34,ACO
14119,ACCO
9880,あこりこ(竹達彩奈＆巽悠衣子)
12812,アゴアニキ feat.実谷なな
21817,亜沙
6586,浅井健一
21274,浅井健一&amp;THE INTERCHANGE KILLS
30176,浅井直樹
31583,浅井杜人
5819,朝井ゆかり・野沢雅子・加藤みどり・千々松幸子・平井道子
8554,1000say
3788,麻丘めぐみ
3101,浅岡雄也
3332,朝丘雪路
3333,朝丘雪路・山本譲二
12302,浅丘ルリ子
13683,浅丘ルリ子・浜田光夫
20986,亜咲花
27464,浅香あき恵
25679,朝香果林(久保田未夢)
25965,朝加圭一郎(結木滉星)
5820,朝香じゅん
21073,朝風心愛
24558,朝花美穂
3102,浅香唯
29993,浅香唯・大西結花・中村由真
5821,朝川ひろこ
5139,浅川マキ
5140,浅川悠
17673,麻上冬目
18893,阿佐ヶ谷姉妹
21541,阿佐ヶ谷ロマンティクス
24228,4s4ki
20015,ASAGI
25455,浅葱
15795,アサギ・トシカズ(浅沼晋太郎)
14758,アサギ/南ことり(内田彩)
30823,朝霧文
24763,朝霧彩(大野柚布子)
31140,あさぎりゲン(河西健吾)
14695,朝霧史織(山下百合恵)
28154,あさぎーにょ
25891,浅草一郎
21249,あさくさハッピー連
21897,浅草ゆめ子
3042,浅倉亜季
3793,麻倉晶
4410,麻倉あきら
26133,浅倉杏美
16794,浅倉杏美as犬飼伊介
15688,朝倉いずみ with ナースのお仕事
11874,朝倉音姫(高垣彩陽)
9396,朝倉音姫(ひなき藍)・朝倉由夢(きのみ聖)・月島小恋(立花あや)
7570,朝倉和美・相坂さよ
15990,朝倉さや
3104,浅倉大介
3106,浅倉大介 Pred.AXS
25652,浅倉大介(Vocal:石田燿子)
5141,浅倉大介 expd.葛山信吾
25654,浅倉大介(Vocal:貴水博之)
25655,浅倉大介(Vocal:玉置成実)
21064,浅倉大介 expd. 西川貴教
25653,浅倉大介(Vocal:米倉千尋)
5142,浅倉大介・麗美
29986,浅倉透(和久井優)
7966,朝倉音夢(野川さくら)
11343,朝倉音夢(野川さくら)・白河ことり(堀江由衣)
31401,麻倉まりな
10476,朝倉美羽(平野綾)
3794,麻倉未稀
9762,朝倉美弥子(寿美菜子)
21078,麻倉もも
5212,朝倉ゆかり
8066,朝倉由美子
26464,朝倉由美子＆伊丹幸雄
11875,朝倉由夢(堀江由衣)
26205,朝倉ゆり
388,朝倉陽子
5377,麻倉葉(佐藤ゆうこ)
22805,朝倉リク with ボイジャー
5822,朝倉隆
6728,朝倉涼子(桑谷夏子)
24665,杏沙子
13035,朝崎郁恵
3335,朝潮太郎
5823,麻路さき
3107,浅田あつこ
17245,浅田あつこ・水谷ひろし
3108,浅田信一
10179,朝田のぼる
16206,麻田華子
22772,浅田ますみ
5824,麻田マモル
29921,麻田みな
3109,浅田美代子
5143,浅田祐介
15037,ASA-CHANG＆巡礼
10927,ASA-CHANG＆巡礼 feat. 小泉今日子
