ID,song
184062,J.S.B. DREAM_by_三代目 J SOUL BROTHERS from EXILE TRIBE
271999,SCARLET feat. Afrojack_by_三代目 J SOUL BROTHERS from EXILE TRIBE
184061,starting over_by_三代目 J SOUL BROTHERS from EXILE TRIBE
289087,starting over ～one world～_by_三代目 J SOUL BROTHERS from EXILE TRIBE
184063,STORM RIDERS feat.SLASH_by_三代目 J SOUL BROTHERS from EXILE TRIBE
123018,スノードーム_by_三代目 J SOUL BROTHERS from EXILE TRIBE
144929,SPARK_by_三代目 J SOUL BROTHERS from EXILE TRIBE
306121,線香花火_by_三代目 J SOUL BROTHERS from EXILE TRIBE
226689,空に住む ～Living in your sky～_by_三代目 J SOUL BROTHERS from EXILE TRIBE
156207,SO RIGHT_by_三代目 J SOUL BROTHERS from EXILE TRIBE
123015,旅立つまえに_by_三代目 J SOUL BROTHERS from EXILE TRIBE
140009,TURNING BACK_by_三代目 J SOUL BROTHERS from EXILE TRIBE
140005,Dynamite_by_三代目 J SOUL BROTHERS from EXILE TRIBE
113893,次の時代へ_by_三代目 J SOUL BROTHERS from EXILE TRIBE
123020,DEEP INSIDE_by_三代目 J SOUL BROTHERS from EXILE TRIBE
302668,TONIGHT_by_三代目 J SOUL BROTHERS from EXILE TRIBE
283068,東京_by_三代目 J SOUL BROTHERS from EXILE TRIBE
153870,T.T.T.(Top to Toe)_by_三代目 J SOUL BROTHERS from EXILE TRIBE
205505,Dream Girl_by_三代目 J SOUL BROTHERS from EXILE TRIBE
121495,NEW WORLD_by_三代目 J SOUL BROTHERS from EXILE TRIBE
144928,Higher_by_三代目 J SOUL BROTHERS from EXILE TRIBE
225650,HAPPY_by_三代目 J SOUL BROTHERS from EXILE TRIBE
264725,花歌 ～Flowers for you～_by_三代目 J SOUL BROTHERS from EXILE TRIBE
133449,花火_by_三代目 J SOUL BROTHERS from EXILE TRIBE
309905,Honey_by_三代目 J SOUL BROTHERS from EXILE TRIBE
157456,Back In Love Again_by_三代目 J SOUL BROTHERS from EXILE TRIBE
157453,BURNING UP -三代目J Soul Brothers ver -_by_三代目 J SOUL BROTHERS from EXILE TRIBE
137080,Powder Snow ～永遠に終わらない冬～_by_三代目 J SOUL BROTHERS from EXILE TRIBE
205503,Beautiful Life_by_三代目 J SOUL BROTHERS from EXILE TRIBE
140006,Be alright_by_三代目 J SOUL BROTHERS from EXILE TRIBE
118757,FIGHTERS_by_三代目 J SOUL BROTHERS from EXILE TRIBE
264726,FIRE_by_三代目 J SOUL BROTHERS from EXILE TRIBE
113890,1st Place_by_三代目 J SOUL BROTHERS from EXILE TRIBE
123016,Feel The Soul_by_三代目 J SOUL BROTHERS from EXILE TRIBE
205410,Feel So Alive_by_三代目 J SOUL BROTHERS from EXILE TRIBE
113894,FIELD OF DREAMS_by_三代目 J SOUL BROTHERS from EXILE TRIBE
157455,Forever Together_by_三代目 J SOUL BROTHERS from EXILE TRIBE
278350,冬空_by_三代目 J SOUL BROTHERS from EXILE TRIBE
153871,冬物語_by_三代目 J SOUL BROTHERS from EXILE TRIBE
137079,FLAP YOUR WINGS_by_三代目 J SOUL BROTHERS from EXILE TRIBE
217878,BRIGHT_by_三代目 J SOUL BROTHERS from EXILE TRIBE
205506,BREAK OF DAWN_by_三代目 J SOUL BROTHERS from EXILE TRIBE
157454,PRIDE_by_三代目 J SOUL BROTHERS from EXILE TRIBE
104426,Best Friend's Girl_by_三代目 J SOUL BROTHERS from EXILE TRIBE
250353,蛍_by_三代目 J SOUL BROTHERS from EXILE TRIBE
278349,White Wings_by_三代目 J SOUL BROTHERS from EXILE TRIBE
205502,Born in the EXILE_by_三代目 J SOUL BROTHERS from EXILE TRIBE
209842,MUGEN ROAD_by_三代目 J SOUL BROTHERS from EXILE TRIBE
283543,Movin' on_by_三代目 J SOUL BROTHERS from EXILE TRIBE
133448,(YOU SHINE) THE WORLD_by_三代目 J SOUL BROTHERS from EXILE TRIBE
295263,RISING SOUL_by_三代目 J SOUL BROTHERS from EXILE TRIBE
274519,Rat-tat-tat_by_三代目 J SOUL BROTHERS from EXILE TRIBE
112529,LOVE SONG_by_三代目 J SOUL BROTHERS from EXILE TRIBE
140008,Love changes everything_by_三代目 J SOUL BROTHERS from EXILE TRIBE
121496,リフレイン_by_三代目 J SOUL BROTHERS from EXILE TRIBE
165885,R.Y.U.S.E.I._by_三代目 J SOUL BROTHERS from EXILE TRIBE
178973,Link_by_三代目 J SOUL BROTHERS from EXILE TRIBE
140007,LOOK @ US NOW!_by_三代目 J SOUL BROTHERS from EXILE TRIBE
285153,Lose Control_by_三代目 J SOUL BROTHERS from EXILE TRIBE
264728,RAISE THE FLAG_by_三代目 J SOUL BROTHERS from EXILE TRIBE
133446,LET'S PARTY_by_三代目 J SOUL BROTHERS from EXILE TRIBE
302620,100 SEASONS_by_三代目 J SOUL BROTHERS from EXILE TRIBE
67289,愛の湖_by_青い三角定規
67286,君の祖国を_by_青い三角定規
67295,勲章なんかほしくない_by_青い三角定規
67291,結婚しようよ_by_青い三角定規
67292,自由の海へ_by_青い三角定規
67296,素足の世代_by_青い三角定規
67479,青春の旅_by_青い三角定規
67290,戦争を知らない子供たち_by_青い三角定規
2928,太陽がくれた季節_by_青い三角定規
67288,太陽のあいつ_by_青い三角定規
67297,翼を忘れた天使たち_by_青い三角定規
67285,明日(トゥモロー)_by_青い三角定規
67287,遠い世界に_by_青い三角定規
67294,夏に来た娘_by_青い三角定規
67293,ぼくらの船出_by_青い三角定規
198591,海の声_by_浦島太郎(桐谷健太)
258017,お家をつくろう_by_浦島太郎(桐谷健太)
233884,三太郎音頭_by_浦島太郎(桐谷健太)
105124,HOW!ワンダフル_by_倉田まり子
77523,あぁもう！！_by_DREAMS COME TRUE
124688,愛がたどりつく場所_by_DREAMS COME TRUE
6759,愛してる　愛してた_by_DREAMS COME TRUE
57099,ア・イ・シ・テ・ルのサイン　～ わたしたちの未来予想図 ～_by_DREAMS COME TRUE
137570,愛して笑ってうれしくて涙して_by_DREAMS COME TRUE
37458,哀愁のGIジョー_by_DREAMS COME TRUE
8369,i think you do_by_DREAMS COME TRUE
54407,愛するこころ_by_DREAMS COME TRUE
57,Eyes to me_by_DREAMS COME TRUE
10726,I'm a liar_by_DREAMS COME TRUE
168711,I WAS BORN READY!!_by_DREAMS COME TRUE
160203,AGAIN_by_DREAMS COME TRUE
10803,朝がまた来る_by_DREAMS COME TRUE
22848,朝日の洗礼_by_DREAMS COME TRUE
77525,a song for you ～opening theme of dydct?～_by_DREAMS COME TRUE
105481,ANOTHER JUNK IN MY TRUNK_by_DREAMS COME TRUE
237475,あなたが笑えば - DCT VERSION -_by_DREAMS COME TRUE
231479,あなたと同じ空の下 - SINGLE VERSION -_by_DREAMS COME TRUE
256261,あなたとトゥラッタッタ♪_by_DREAMS COME TRUE
288,あなたに会いたくて_by_DREAMS COME TRUE
294,あなたにサラダ_by_DREAMS COME TRUE
168712,あなたにサラダ以外も_by_DREAMS COME TRUE
207278,あなたのように_by_DREAMS COME TRUE
334,あの夏の花火_by_DREAMS COME TRUE
10181,あはは_by_DREAMS COME TRUE
59430,アピール_by_DREAMS COME TRUE
344,APPROACH_by_DREAMS COME TRUE
5583,雨の終わる場所_by_DREAMS COME TRUE
8781,嵐が来る_by_DREAMS COME TRUE
77520,a love song_by_DREAMS COME TRUE
59561,a little prayer_by_DREAMS COME TRUE
8170,a little waltz_by_DREAMS COME TRUE
59484,AND I LOVE YOU_by_DREAMS COME TRUE
59433,UNPRETTY DAY!_by_DREAMS COME TRUE
287348,YES AND NO_by_DREAMS COME TRUE
629,行きたいのは MOUNTAIN MOUNTAIN_by_DREAMS COME TRUE
97554,生きてゆくのです_by_DREAMS COME TRUE
115392,IT'S ALL ABOUT LOVE_by_DREAMS COME TRUE
8370,IT'S SO DELICIOUS_by_DREAMS COME TRUE
682,IT'S TOO LATE_by_DREAMS COME TRUE
13635,いつのまに_by_DREAMS COME TRUE
8890,いつもいつでも ～WHEREVER YOU ARE “DELICIOUS” VERSION_by_DREAMS COME TRUE
38027,愛しのハピィデイズ_by_DREAMS COME TRUE
194179,愛しのライリー_by_DREAMS COME TRUE
22852,イノセント_by_DREAMS COME TRUE
22850,今も_by_DREAMS COME TRUE
23243,いろんな気持ち_by_DREAMS COME TRUE
45423,WILL TO LOVE_by_DREAMS COME TRUE
5129,WINTER SONG_by_DREAMS COME TRUE
37461,ウソにきまってる_by_DREAMS COME TRUE
8922,家へ帰ろ_by_DREAMS COME TRUE
838,うれしい！たのしい！大好き！_by_DREAMS COME TRUE
839,うれしはずかし朝帰り_by_DREAMS COME TRUE
857,笑顔の行方_by_DREAMS COME TRUE
867,ESCAPE_by_DREAMS COME TRUE
36351,ETERNITY_by_DREAMS COME TRUE
882,エメラルドの弱み_by_DREAMS COME TRUE
52084,大阪LOVER_by_DREAMS COME TRUE
159953,大阪LOVER -ALBUM EDITION-_by_DREAMS COME TRUE
237474,堕ちちゃえ_by_DREAMS COME TRUE
20195,思い出の神様_by_DREAMS COME TRUE
23246,思い出は胸に秘めたまま_by_DREAMS COME TRUE
8371,おやすみのうた_by_DREAMS COME TRUE
19218,OLA! VITORIA!_by_DREAMS COME TRUE
72737,ALMOST HOME_by_DREAMS COME TRUE
1252,かくされた狂気_by_DREAMS COME TRUE
105476,風切って行こう！_by_DREAMS COME TRUE
1300,カ・タ・ガ・キ_by_DREAMS COME TRUE
1320,悲しいKiss_by_DREAMS COME TRUE
36352,カノン_by_DREAMS COME TRUE
36353,come closer_by_DREAMS COME TRUE
59431,CARNAVAL ～ すべての戦う人たちへ ～_by_DREAMS COME TRUE
1412,彼は友達_by_DREAMS COME TRUE
168709,軌跡と奇跡_by_DREAMS COME TRUE
7678,きづいてよ_by_DREAMS COME TRUE
54040,きみにしか聞こえない_by_DREAMS COME TRUE
183614,九州をどこまでも_by_DREAMS COME TRUE
20601,今日この佳き日_by_DREAMS COME TRUE
48868,今日だけは_by_DREAMS COME TRUE
45422,キレイキレイ_by_DREAMS COME TRUE
1634,銀河への船_by_DREAMS COME TRUE
1657,薬指の決心_by_DREAMS COME TRUE
20600,crystal vine_by_DREAMS COME TRUE
1730,KUWABARA KUWABARA_by_DREAMS COME TRUE
75694,GOOD BYE MY SCHOOL DAYS_by_DREAMS COME TRUE
5815,"Goodbye, Darlin'_by_DREAMS COME TRUE"
1753,決戦は金曜日_by_DREAMS COME TRUE
54408,ケロケロ_by_DREAMS COME TRUE
54410,月光_by_DREAMS COME TRUE
1954,この恋はハードボイルド_by_DREAMS COME TRUE
156468,この街で_by_DREAMS COME TRUE
11809,琥珀の月_by_DREAMS COME TRUE
1987,今度は虹を見に行こう_by_DREAMS COME TRUE
105477,GODSPEED!_by_DREAMS COME TRUE
20473,ごめんねDJ_by_DREAMS COME TRUE
45418,"go on, baby!_by_DREAMS COME TRUE"
1777,go for it!_by_DREAMS COME TRUE
148192,さぁ鐘を鳴らせ_by_DREAMS COME TRUE
2121,SAYONARA(Extended Version)_by_DREAMS COME TRUE
54493,サヨナラ59ers!_by_DREAMS COME TRUE
77521,サヨナラメーター／タメイキカウンター_by_DREAMS COME TRUE
2149,さよならを待ってる_by_DREAMS COME TRUE
8081,サンキュ._by_DREAMS COME TRUE
35494,SUNSHINE_by_DREAMS COME TRUE
2172,サンタと天使が笑う夜_by_DREAMS COME TRUE
258835,THE WAY I DREAM_by_DREAMS COME TRUE
8484,The signs of LOVE_by_DREAMS COME TRUE
168714,THE CHANCE TO ATTACK WITH MUSIC_by_DREAMS COME TRUE
244065,THE FIRST DAY WITHOUT YOU -JAPANESE VERSION-_by_DREAMS COME TRUE
184245,THE ONE_by_DREAMS COME TRUE
36355,THE FIRST DAY WITHOUT YOU_by_DREAMS COME TRUE
23249,しあわせなからだ_by_DREAMS COME TRUE
5816,4月の雨_by_DREAMS COME TRUE
9071,7月7日、晴れ_by_DREAMS COME TRUE
42851,週に1度の恋人_by_DREAMS COME TRUE
35493,JET!!!_by_DREAMS COME TRUE
2405,時間旅行_by_DREAMS COME TRUE
11810,自分勝手な夜_by_DREAMS COME TRUE
281828,G_by_DREAMS COME TRUE
2680,SWEET SWEET SWEET_by_DREAMS COME TRUE
11732,SWEET DREAM_by_DREAMS COME TRUE
9165,SWEET REVENGE_by_DREAMS COME TRUE
7677,す　き_by_DREAMS COME TRUE
13664,スキスキスー_by_DREAMS COME TRUE
19116,好きだけじゃだめなんだ_by_DREAMS COME TRUE
2726,STILL_by_DREAMS COME TRUE
12210,SNOW DANCE_by_DREAMS COME TRUE
37462,"SPOON ME, BABY ME_by_DREAMS COME TRUE"
237477,世界中からサヨウナラ_by_DREAMS COME TRUE
105478,せつなくなぃ?_by_DREAMS COME TRUE
36354,CHRYSALIS OR BUTTERFLY_by_DREAMS COME TRUE
129209,想像を超える明日へ_by_DREAMS COME TRUE
2304,そうだよ_by_DREAMS COME TRUE
233090,その日は必ず来る - SINGLE VERSION -_by_DREAMS COME TRUE
25431,空を読む_by_DREAMS COME TRUE
6970,それでも恋は永遠_by_DREAMS COME TRUE
45421,そんなの愛じゃない_by_DREAMS COME TRUE
2929,太陽が見てる_by_DREAMS COME TRUE
11808,たかが恋や愛_by_DREAMS COME TRUE
22855,高く上がれ！_by_DREAMS COME TRUE
23242,戦いの火蓋_by_DREAMS COME TRUE
54409,たんぽぽの堤防_by_DREAMS COME TRUE
22847,DIAMOND 15 THEME_by_DREAMS COME TRUE
77522,大っきらい　でもありがと_by_DREAMS COME TRUE
7015,DA DIDDLY DEET DEE_by_DREAMS COME TRUE
23245,誓い_by_DREAMS COME TRUE
9110,沈没船のモンキーガール_by_DREAMS COME TRUE
304259,次のせ～の！で -ON THE GREEN HILL- DCT VERSION_by_DREAMS COME TRUE
72739,連れてって　連れてって_by_DREAMS COME TRUE
37459,ていうか_by_DREAMS COME TRUE
36356,THIS IS IT! YOU'RE THE ONE! I KNEW IT!_by_DREAMS COME TRUE
12668,24/7-TWENTY FOUR/SEVEN-_by_DREAMS COME TRUE
67347,"TRUE,BABY TRUE._by_DREAMS COME TRUE"
77524,"TO THE BEAT, NOT TO THE BEAT_by_DREAMS COME TRUE"
51701,東京ATLAS_by_DREAMS COME TRUE
36357,24/7-ENGLISH VERSION-_by_DREAMS COME TRUE
11807,TORIDGE & LISBAH_by_DREAMS COME TRUE
22849,どうぞよろしく_by_DREAMS COME TRUE
23248,どうやって忘れよう？_by_DREAMS COME TRUE
51703,dragonfly_by_DREAMS COME TRUE
3320,Don't You Say…_by_DREAMS COME TRUE
5803,涙とたたかってる_by_DREAMS COME TRUE
11564,なんて恋したんだろ_by_DREAMS COME TRUE
24840,何度でも_by_DREAMS COME TRUE
51702,NUDEの夜_by_DREAMS COME TRUE
97248,ねぇ_by_DREAMS COME TRUE
59432,NOCTURNE 001_by_DREAMS COME TRUE
226232,KNOCKKNOCK！_by_DREAMS COME TRUE
7016,HIDE AND SEEK_by_DREAMS COME TRUE
22856,はじまりのla_by_DREAMS COME TRUE
7152,HAPPY HAPPY BIRTHDAY_by_DREAMS COME TRUE
160202,HAPPY HAPPY BIRTHDAY -25th Anniv. Mix-_by_DREAMS COME TRUE
22857,初雪～ENDING THEME～_by_DREAMS COME TRUE
3650,花曇りの日曜日_by_DREAMS COME TRUE
3732,晴れたらいいね_by_DREAMS COME TRUE
3789,ひさしぶりの I Miss You_by_DREAMS COME TRUE
22854,ヒの字_by_DREAMS COME TRUE
237476,秘密_by_DREAMS COME TRUE
5782,BIG MOUTHの逆襲_by_DREAMS COME TRUE
36358,BEFORE NOW-「いつのまに」ENGLISH VERSION-_by_DREAMS COME TRUE
6007,PEACE!_by_DREAMS COME TRUE
3902,FANTASIA #1_by_DREAMS COME TRUE
3919,LAT.43°N ～forty-three degrees north latitude～_by_DREAMS COME TRUE
105479,FALL IN LOVE AGAIN_by_DREAMS COME TRUE
168708,FALL FALLS_by_DREAMS COME TRUE
3957,2人のDIFFERENCE_by_DREAMS COME TRUE
237473,普通の今夜のことを　ー let tonight be forever remembered ー_by_DREAMS COME TRUE
3980,冬三昧にはまだ遠い_by_DREAMS COME TRUE
20471,flowers_by_DREAMS COME TRUE
36359,FLOWERS-ENGLISH VERSION-_by_DREAMS COME TRUE
20355,プライドなんて知らない_by_DREAMS COME TRUE
37455,PROUD OF YOU_by_DREAMS COME TRUE
5096,WHEREVER YOU ARE_by_DREAMS COME TRUE
4162,星空が映る海_by_DREAMS COME TRUE
22853,HOLIDAY ～much more than perfect!～_by_DREAMS COME TRUE
105480,POISON CENTRAL_by_DREAMS COME TRUE
127908,MY TIME TO SHINE_by_DREAMS COME TRUE
105475,MY DARLIN' DOGGYS♪_by_DREAMS COME TRUE
20472,my monkey girl～opening theme～_by_DREAMS COME TRUE
18910,マスカラまつげ_by_DREAMS COME TRUE
37456,また「つらい」が1UP_by_DREAMS COME TRUE
59434,またね_by_DREAMS COME TRUE
62076,"またね feat.ルフィ,ゾロ,ナミ,ウソップ,サンジ,チョッパー,ロビン,フランキー,ヒルルク,くれは_by_DREAMS COME TRUE"
10017,MARRY ME?_by_DREAMS COME TRUE
11131,三日月_by_DREAMS COME TRUE
45419,みつばち_by_DREAMS COME TRUE
72738,MIDDLE OF NOWHERE_by_DREAMS COME TRUE
22851,MUSIC TRANSFERS_by_DREAMS COME TRUE
4387,未来予想図_by_DREAMS COME TRUE
4388,未来予想図II_by_DREAMS COME TRUE
21029,未来を旅するハーモニー～DCT VERSION～_by_DREAMS COME TRUE
45420,make me your own_by_DREAMS COME TRUE
141128,MADE OF GOLD　―featuring DABADA―_by_DREAMS COME TRUE
7112,眼鏡越しの空_by_DREAMS COME TRUE
7992,MEDICINE_by_DREAMS COME TRUE
37457,めまい_by_DREAMS COME TRUE
67346,MERRY-LIFE-GOES-ROUND_by_DREAMS COME TRUE
168707,MORE LIKE LAUGHABLE_by_DREAMS COME TRUE
48869,もしも雪なら_by_DREAMS COME TRUE
23247,モンキーガール 豪華客船の旅_by_DREAMS COME TRUE
